index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,Flag Codes
2469,CRI,ALCOHOL,TOT,LT_CAP15,A,2008,4.3,
2470,CRI,ALCOHOL,TOT,LT_CAP15,A,2009,4.1,
2471,CRI,ALCOHOL,TOT,LT_CAP15,A,2010,3.7,
2472,CRI,ALCOHOL,TOT,LT_CAP15,A,2011,3.3,B
2473,CRI,ALCOHOL,TOT,LT_CAP15,A,2012,3.2,
2474,CRI,ALCOHOL,TOT,LT_CAP15,A,2013,3.1,
2475,CRI,ALCOHOL,TOT,LT_CAP15,A,2014,3.2,
2476,CRI,ALCOHOL,TOT,LT_CAP15,A,2015,3.2,
2477,CRI,ALCOHOL,TOT,LT_CAP15,A,2016,3.4,
2478,CRI,ALCOHOL,TOT,LT_CAP15,A,2017,3.3,
2479,CRI,ALCOHOL,TOT,LT_CAP15,A,2018,3.3,
2480,CRI,ALCOHOL,TOT,LT_CAP15,A,2019,3.1,
2481,CRI,ALCOHOL,TOT,LT_CAP15,A,2020,3.2,
2482,CRI,ALCOHOL,TOT,LT_CAP15,A,2021,3.1,P
2483,CRI,ALCOHOL,TOT,LT_CAP15,A,2022,3.5,P
2484,ARG,ALCOHOL,TOT,LT_CAP15,A,1961,16.4,
2485,ARG,ALCOHOL,TOT,LT_CAP15,A,1962,16.7,
2486,ARG,ALCOHOL,TOT,LT_CAP15,A,1963,17.6,
2487,ARG,ALCOHOL,TOT,LT_CAP15,A,1964,17.8,
2488,ARG,ALCOHOL,TOT,LT_CAP15,A,1965,17.8,
2489,ARG,ALCOHOL,TOT,LT_CAP15,A,1966,16.6,
2490,ARG,ALCOHOL,TOT,LT_CAP15,A,1967,17.0,
2491,ARG,ALCOHOL,TOT,LT_CAP15,A,1968,17.7,
2492,ARG,ALCOHOL,TOT,LT_CAP15,A,1969,17.8,
2493,ARG,ALCOHOL,TOT,LT_CAP15,A,1970,18.4,
2494,ARG,ALCOHOL,TOT,LT_CAP15,A,1971,17.0,
2495,ARG,ALCOHOL,TOT,LT_CAP15,A,1972,16.1,
2496,ARG,ALCOHOL,TOT,LT_CAP15,A,1973,15.0,
2497,ARG,ALCOHOL,TOT,LT_CAP15,A,1974,16.1,
2498,ARG,ALCOHOL,TOT,LT_CAP15,A,1975,17.5,
2499,ARG,ALCOHOL,TOT,LT_CAP15,A,1976,17.3,
2500,ARG,ALCOHOL,TOT,LT_CAP15,A,1977,17.1,
2501,ARG,ALCOHOL,TOT,LT_CAP15,A,1978,15.7,
2502,ARG,ALCOHOL,TOT,LT_CAP15,A,1979,16.1,
2503,ARG,ALCOHOL,TOT,LT_CAP15,A,1980,16.6,
2504,ARG,ALCOHOL,TOT,LT_CAP15,A,1981,15.3,
2505,ARG,ALCOHOL,TOT,LT_CAP15,A,1982,14.6,
2506,ARG,ALCOHOL,TOT,LT_CAP15,A,1983,14.5,
2507,ARG,ALCOHOL,TOT,LT_CAP15,A,1984,13.8,
2508,ARG,ALCOHOL,TOT,LT_CAP15,A,1985,12.8,
2509,ARG,ALCOHOL,TOT,LT_CAP15,A,1986,12.9,
2510,ARG,ALCOHOL,TOT,LT_CAP15,A,1987,12.8,
2511,ARG,ALCOHOL,TOT,LT_CAP15,A,1988,11.5,
2512,ARG,ALCOHOL,TOT,LT_CAP15,A,1989,10.8,
2513,ARG,ALCOHOL,TOT,LT_CAP15,A,1990,11.7,
2514,ARG,ALCOHOL,TOT,LT_CAP15,A,1991,12.3,
2515,ARG,ALCOHOL,TOT,LT_CAP15,A,1992,12.1,
2516,ARG,ALCOHOL,TOT,LT_CAP15,A,1993,11.6,
2517,ARG,ALCOHOL,TOT,LT_CAP15,A,1994,10.9,
2518,ARG,ALCOHOL,TOT,LT_CAP15,A,1995,10.1,
2519,ARG,ALCOHOL,TOT,LT_CAP15,A,1996,9.9,
2520,ARG,ALCOHOL,TOT,LT_CAP15,A,1997,10.3,
2521,ARG,ALCOHOL,TOT,LT_CAP15,A,1998,9.2,
2522,ARG,ALCOHOL,TOT,LT_CAP15,A,1999,9.2,
2523,ARG,ALCOHOL,TOT,LT_CAP15,A,2000,7.7,
2524,ARG,ALCOHOL,TOT,LT_CAP15,A,2001,7.8,
2525,ARG,ALCOHOL,TOT,LT_CAP15,A,2002,7.8,
2526,ARG,ALCOHOL,TOT,LT_CAP15,A,2003,7.6,
2527,ARG,ALCOHOL,TOT,LT_CAP15,A,2004,7.6,
2528,ARG,ALCOHOL,TOT,LT_CAP15,A,2005,7.6,
2529,ARG,ALCOHOL,TOT,LT_CAP15,A,2006,7.8,
2530,ARG,ALCOHOL,TOT,LT_CAP15,A,2007,8.2,
2531,ARG,ALCOHOL,TOT,LT_CAP15,A,2008,8.4,
2532,ARG,ALCOHOL,TOT,LT_CAP15,A,2009,8.3,
2533,ARG,ALCOHOL,TOT,LT_CAP15,A,2010,8.2,
2534,ARG,ALCOHOL,TOT,LT_CAP15,A,2011,7.7,
2535,ARG,ALCOHOL,TOT,LT_CAP15,A,2012,8.0,
2536,ARG,ALCOHOL,TOT,LT_CAP15,A,2013,8.3,
2537,ARG,ALCOHOL,TOT,LT_CAP15,A,2014,7.9,
2538,ARG,ALCOHOL,TOT,LT_CAP15,A,2015,8.5,
2539,ARG,ALCOHOL,TOT,LT_CAP15,A,2016,8.4,
2540,ARG,ALCOHOL,TOT,LT_CAP15,A,2017,8.3,
2541,ARG,ALCOHOL,TOT,LT_CAP15,A,2018,8.0,
2542,ARG,ALCOHOL,TOT,LT_CAP15,A,2019,8.0,
2543,BGR,ALCOHOL,TOT,LT_CAP15,A,1963,7.3,
2544,BGR,ALCOHOL,TOT,LT_CAP15,A,1964,6.5,
2545,BGR,ALCOHOL,TOT,LT_CAP15,A,1965,7.3,
2546,BGR,ALCOHOL,TOT,LT_CAP15,A,1966,7.3,
2547,BGR,ALCOHOL,TOT,LT_CAP15,A,1967,7.8,
2548,BGR,ALCOHOL,TOT,LT_CAP15,A,1968,9.0,
2549,BGR,ALCOHOL,TOT,LT_CAP15,A,1969,8.7,
2550,BGR,ALCOHOL,TOT,LT_CAP15,A,1970,8.4,
2551,BGR,ALCOHOL,TOT,LT_CAP15,A,1971,8.9,
2552,BGR,ALCOHOL,TOT,LT_CAP15,A,1972,9.2,
2553,BGR,ALCOHOL,TOT,LT_CAP15,A,1973,10.1,
2554,BGR,ALCOHOL,TOT,LT_CAP15,A,1974,10.2,
2555,BGR,ALCOHOL,TOT,LT_CAP15,A,1975,10.2,
2556,BGR,ALCOHOL,TOT,LT_CAP15,A,1976,10.9,
2557,BGR,ALCOHOL,TOT,LT_CAP15,A,1977,10.5,
2558,BGR,ALCOHOL,TOT,LT_CAP15,A,1978,11.3,
2559,BGR,ALCOHOL,TOT,LT_CAP15,A,1979,10.9,
2560,BGR,ALCOHOL,TOT,LT_CAP15,A,1980,10.8,
2561,BGR,ALCOHOL,TOT,LT_CAP15,A,1981,11.3,
2562,BGR,ALCOHOL,TOT,LT_CAP15,A,1982,11.2,
2563,BGR,ALCOHOL,TOT,LT_CAP15,A,1983,11.0,
2564,BGR,ALCOHOL,TOT,LT_CAP15,A,1984,11.4,
2565,BGR,ALCOHOL,TOT,LT_CAP15,A,1985,10.9,
2566,BGR,ALCOHOL,TOT,LT_CAP15,A,1986,11.5,
2567,BGR,ALCOHOL,TOT,LT_CAP15,A,1987,10.9,
2568,BGR,ALCOHOL,TOT,LT_CAP15,A,1988,11.2,
2569,BGR,ALCOHOL,TOT,LT_CAP15,A,1989,11.4,
2570,BGR,ALCOHOL,TOT,LT_CAP15,A,1990,11.5,
2571,BGR,ALCOHOL,TOT,LT_CAP15,A,1991,9.5,
2572,BGR,ALCOHOL,TOT,LT_CAP15,A,1992,10.2,
2573,BGR,ALCOHOL,TOT,LT_CAP15,A,1993,9.9,
2574,BGR,ALCOHOL,TOT,LT_CAP15,A,1994,9.7,
2575,BGR,ALCOHOL,TOT,LT_CAP15,A,1995,9.5,
2576,BGR,ALCOHOL,TOT,LT_CAP15,A,1996,9.2,
2577,BGR,ALCOHOL,TOT,LT_CAP15,A,1997,8.1,
2578,BGR,ALCOHOL,TOT,LT_CAP15,A,1998,7.9,
2579,BGR,ALCOHOL,TOT,LT_CAP15,A,1999,7.7,
2580,BGR,ALCOHOL,TOT,LT_CAP15,A,2000,10.3,
2581,BGR,ALCOHOL,TOT,LT_CAP15,A,2001,11.1,
2582,BGR,ALCOHOL,TOT,LT_CAP15,A,2002,10.8,
2583,BGR,ALCOHOL,TOT,LT_CAP15,A,2003,10.9,
2584,BGR,ALCOHOL,TOT,LT_CAP15,A,2004,10.7,
2585,BGR,ALCOHOL,TOT,LT_CAP15,A,2005,10.2,
2586,BGR,ALCOHOL,TOT,LT_CAP15,A,2006,10.2,
2587,BGR,ALCOHOL,TOT,LT_CAP15,A,2007,10.7,
2588,BGR,ALCOHOL,TOT,LT_CAP15,A,2008,10.7,
2589,BGR,ALCOHOL,TOT,LT_CAP15,A,2009,10.5,
2590,BGR,ALCOHOL,TOT,LT_CAP15,A,2010,9.8,
2591,BGR,ALCOHOL,TOT,LT_CAP15,A,2011,9.9,
2592,BGR,ALCOHOL,TOT,LT_CAP15,A,2012,10.9,
2593,BGR,ALCOHOL,TOT,LT_CAP15,A,2013,10.3,
2594,BGR,ALCOHOL,TOT,LT_CAP15,A,2014,10.3,
2595,BGR,ALCOHOL,TOT,LT_CAP15,A,2015,10.9,
2596,BGR,ALCOHOL,TOT,LT_CAP15,A,2016,11.1,
2597,BGR,ALCOHOL,TOT,LT_CAP15,A,2017,10.9,
2598,BGR,ALCOHOL,TOT,LT_CAP15,A,2018,11.5,
2599,BGR,ALCOHOL,TOT,LT_CAP15,A,2019,11.2,
2600,HRV,ALCOHOL,TOT,LT_CAP15,A,1987,13.5,
2601,HRV,ALCOHOL,TOT,LT_CAP15,A,1988,11.1,
2602,HRV,ALCOHOL,TOT,LT_CAP15,A,1989,10.9,
2603,HRV,ALCOHOL,TOT,LT_CAP15,A,1990,15.9,
2604,HRV,ALCOHOL,TOT,LT_CAP15,A,1991,13.7,
2605,HRV,ALCOHOL,TOT,LT_CAP15,A,1992,11.5,
2606,HRV,ALCOHOL,TOT,LT_CAP15,A,1993,11.3,
2607,HRV,ALCOHOL,TOT,LT_CAP15,A,1994,11.6,
2608,HRV,ALCOHOL,TOT,LT_CAP15,A,1995,10.9,
2609,HRV,ALCOHOL,TOT,LT_CAP15,A,1996,11.1,
2610,HRV,ALCOHOL,TOT,LT_CAP15,A,1997,13.2,
2611,HRV,ALCOHOL,TOT,LT_CAP15,A,1998,13.8,
2612,HRV,ALCOHOL,TOT,LT_CAP15,A,1999,12.2,
2613,HRV,ALCOHOL,TOT,LT_CAP15,A,2000,13.2,
2614,HRV,ALCOHOL,TOT,LT_CAP15,A,2001,13.7,
2615,HRV,ALCOHOL,TOT,LT_CAP15,A,2002,13.9,
2616,HRV,ALCOHOL,TOT,LT_CAP15,A,2003,13.0,
2617,HRV,ALCOHOL,TOT,LT_CAP15,A,2004,12.4,
2618,HRV,ALCOHOL,TOT,LT_CAP15,A,2005,10.7,
2619,HRV,ALCOHOL,TOT,LT_CAP15,A,2006,11.0,
2620,HRV,ALCOHOL,TOT,LT_CAP15,A,2007,11.4,
2621,HRV,ALCOHOL,TOT,LT_CAP15,A,2008,11.4,
2622,HRV,ALCOHOL,TOT,LT_CAP15,A,2009,11.1,
2623,HRV,ALCOHOL,TOT,LT_CAP15,A,2010,10.7,
2624,HRV,ALCOHOL,TOT,LT_CAP15,A,2011,11.0,
2625,HRV,ALCOHOL,TOT,LT_CAP15,A,2012,10.6,
2626,HRV,ALCOHOL,TOT,LT_CAP15,A,2013,10.4,
2627,HRV,ALCOHOL,TOT,LT_CAP15,A,2014,9.5,
2628,HRV,ALCOHOL,TOT,LT_CAP15,A,2015,9.6,
2629,HRV,ALCOHOL,TOT,LT_CAP15,A,2016,10.0,
2630,HRV,ALCOHOL,TOT,LT_CAP15,A,2017,9.7,
2631,HRV,ALCOHOL,TOT,LT_CAP15,A,2018,9.6,
2632,HRV,ALCOHOL,TOT,LT_CAP15,A,2019,9.6,
2633,PER,ALCOHOL,TOT,LT_CAP15,A,1961,7.0,
2634,PER,ALCOHOL,TOT,LT_CAP15,A,1962,6.8,
2635,PER,ALCOHOL,TOT,LT_CAP15,A,1963,5.6,
2636,PER,ALCOHOL,TOT,LT_CAP15,A,1964,6.0,
2637,PER,ALCOHOL,TOT,LT_CAP15,A,1965,6.8,
2638,PER,ALCOHOL,TOT,LT_CAP15,A,1966,7.1,
2639,PER,ALCOHOL,TOT,LT_CAP15,A,1967,5.9,
2640,PER,ALCOHOL,TOT,LT_CAP15,A,1968,6.5,
2641,PER,ALCOHOL,TOT,LT_CAP15,A,1969,6.1,
2642,PER,ALCOHOL,TOT,LT_CAP15,A,1970,6.1,
2643,PER,ALCOHOL,TOT,LT_CAP15,A,1971,6.5,
2644,PER,ALCOHOL,TOT,LT_CAP15,A,1972,6.2,
2645,PER,ALCOHOL,TOT,LT_CAP15,A,1973,6.5,
2646,PER,ALCOHOL,TOT,LT_CAP15,A,1974,6.5,
2647,PER,ALCOHOL,TOT,LT_CAP15,A,1975,6.6,
2648,PER,ALCOHOL,TOT,LT_CAP15,A,1976,6.8,
2649,PER,ALCOHOL,TOT,LT_CAP15,A,1977,6.5,
2650,PER,ALCOHOL,TOT,LT_CAP15,A,1978,5.9,
2651,PER,ALCOHOL,TOT,LT_CAP15,A,1979,6.0,
2652,PER,ALCOHOL,TOT,LT_CAP15,A,1980,6.0,
2653,PER,ALCOHOL,TOT,LT_CAP15,A,1981,5.9,
2654,PER,ALCOHOL,TOT,LT_CAP15,A,1982,5.8,
2655,PER,ALCOHOL,TOT,LT_CAP15,A,1983,6.1,
2656,PER,ALCOHOL,TOT,LT_CAP15,A,1984,5.7,
2657,PER,ALCOHOL,TOT,LT_CAP15,A,1985,5.1,
2658,PER,ALCOHOL,TOT,LT_CAP15,A,1986,6.0,
2659,PER,ALCOHOL,TOT,LT_CAP15,A,1987,6.7,
2660,PER,ALCOHOL,TOT,LT_CAP15,A,1988,5.5,
2661,PER,ALCOHOL,TOT,LT_CAP15,A,1989,5.0,
2662,PER,ALCOHOL,TOT,LT_CAP15,A,1990,5.0,
2663,PER,ALCOHOL,TOT,LT_CAP15,A,1991,5.3,
2664,PER,ALCOHOL,TOT,LT_CAP15,A,1992,5.6,
2665,PER,ALCOHOL,TOT,LT_CAP15,A,1993,5.0,
2666,PER,ALCOHOL,TOT,LT_CAP15,A,1994,5.3,
2667,PER,ALCOHOL,TOT,LT_CAP15,A,1995,5.2,
2668,PER,ALCOHOL,TOT,LT_CAP15,A,1996,4.7,
2669,PER,ALCOHOL,TOT,LT_CAP15,A,1997,4.6,
2670,PER,ALCOHOL,TOT,LT_CAP15,A,1998,4.3,
2671,PER,ALCOHOL,TOT,LT_CAP15,A,1999,4.1,
2672,PER,ALCOHOL,TOT,LT_CAP15,A,2000,4.8,
2673,PER,ALCOHOL,TOT,LT_CAP15,A,2001,4.1,
2674,PER,ALCOHOL,TOT,LT_CAP15,A,2002,3.9,
2675,PER,ALCOHOL,TOT,LT_CAP15,A,2003,4.6,
2676,PER,ALCOHOL,TOT,LT_CAP15,A,2004,4.5,
2677,PER,ALCOHOL,TOT,LT_CAP15,A,2005,4.7,
2678,PER,ALCOHOL,TOT,LT_CAP15,A,2006,4.5,
2679,PER,ALCOHOL,TOT,LT_CAP15,A,2007,4.5,
2680,PER,ALCOHOL,TOT,LT_CAP15,A,2008,5.0,
2681,PER,ALCOHOL,TOT,LT_CAP15,A,2009,5.0,
2682,PER,ALCOHOL,TOT,LT_CAP15,A,2010,5.2,
2683,PER,ALCOHOL,TOT,LT_CAP15,A,2011,5.2,
2684,PER,ALCOHOL,TOT,LT_CAP15,A,2012,5.4,
2685,PER,ALCOHOL,TOT,LT_CAP15,A,2013,5.3,
2686,PER,ALCOHOL,TOT,LT_CAP15,A,2014,5.5,
2687,PER,ALCOHOL,TOT,LT_CAP15,A,2015,5.7,
2688,PER,ALCOHOL,TOT,LT_CAP15,A,2016,5.6,
2689,PER,ALCOHOL,TOT,LT_CAP15,A,2017,5.8,
2690,PER,ALCOHOL,TOT,LT_CAP15,A,2018,5.7,
2691,PER,ALCOHOL,TOT,LT_CAP15,A,2019,5.7,
2692,ROU,ALCOHOL,TOT,LT_CAP15,A,1961,5.7,
2693,ROU,ALCOHOL,TOT,LT_CAP15,A,1962,6.9,
2694,ROU,ALCOHOL,TOT,LT_CAP15,A,1963,7.0,
2695,ROU,ALCOHOL,TOT,LT_CAP15,A,1964,7.0,
2696,ROU,ALCOHOL,TOT,LT_CAP15,A,1965,7.2,
2697,ROU,ALCOHOL,TOT,LT_CAP15,A,1966,7.3,
2698,ROU,ALCOHOL,TOT,LT_CAP15,A,1967,7.1,
2699,ROU,ALCOHOL,TOT,LT_CAP15,A,1968,7.7,
2700,ROU,ALCOHOL,TOT,LT_CAP15,A,1969,8.0,
2701,ROU,ALCOHOL,TOT,LT_CAP15,A,1970,8.6,
2702,ROU,ALCOHOL,TOT,LT_CAP15,A,1971,8.8,
2703,ROU,ALCOHOL,TOT,LT_CAP15,A,1972,9.0,
2704,ROU,ALCOHOL,TOT,LT_CAP15,A,1973,10.2,
2705,ROU,ALCOHOL,TOT,LT_CAP15,A,1974,10.3,
2706,ROU,ALCOHOL,TOT,LT_CAP15,A,1975,9.7,
2707,ROU,ALCOHOL,TOT,LT_CAP15,A,1976,9.4,
2708,ROU,ALCOHOL,TOT,LT_CAP15,A,1977,9.6,
2709,ROU,ALCOHOL,TOT,LT_CAP15,A,1978,10.5,
2710,ROU,ALCOHOL,TOT,LT_CAP15,A,1979,11.4,
2711,ROU,ALCOHOL,TOT,LT_CAP15,A,1980,10.9,
2712,ROU,ALCOHOL,TOT,LT_CAP15,A,1981,10.5,
2713,ROU,ALCOHOL,TOT,LT_CAP15,A,1982,10.3,
2714,ROU,ALCOHOL,TOT,LT_CAP15,A,1983,10.2,
2715,ROU,ALCOHOL,TOT,LT_CAP15,A,1984,10.1,
2716,ROU,ALCOHOL,TOT,LT_CAP15,A,1985,10.1,
2717,ROU,ALCOHOL,TOT,LT_CAP15,A,1986,10.3,
2718,ROU,ALCOHOL,TOT,LT_CAP15,A,1987,10.3,
2719,ROU,ALCOHOL,TOT,LT_CAP15,A,1988,10.4,
2720,ROU,ALCOHOL,TOT,LT_CAP15,A,1989,8.7,
2721,ROU,ALCOHOL,TOT,LT_CAP15,A,1990,8.9,
2722,ROU,ALCOHOL,TOT,LT_CAP15,A,1991,8.9,
2723,ROU,ALCOHOL,TOT,LT_CAP15,A,1992,8.8,
2724,ROU,ALCOHOL,TOT,LT_CAP15,A,1993,9.0,
2725,ROU,ALCOHOL,TOT,LT_CAP15,A,1994,7.8,
2726,ROU,ALCOHOL,TOT,LT_CAP15,A,1995,8.2,
2727,ROU,ALCOHOL,TOT,LT_CAP15,A,1996,8.1,
2728,ROU,ALCOHOL,TOT,LT_CAP15,A,1997,8.7,
2729,ROU,ALCOHOL,TOT,LT_CAP15,A,1998,7.3,
2730,ROU,ALCOHOL,TOT,LT_CAP15,A,1999,7.7,
2731,ROU,ALCOHOL,TOT,LT_CAP15,A,2000,9.0,
2732,ROU,ALCOHOL,TOT,LT_CAP15,A,2001,12.1,
2733,ROU,ALCOHOL,TOT,LT_CAP15,A,2002,13.2,
2734,ROU,ALCOHOL,TOT,LT_CAP15,A,2003,11.6,
2735,ROU,ALCOHOL,TOT,LT_CAP15,A,2004,11.8,
2736,ROU,ALCOHOL,TOT,LT_CAP15,A,2005,9.6,
2737,ROU,ALCOHOL,TOT,LT_CAP15,A,2006,9.9,
2738,ROU,ALCOHOL,TOT,LT_CAP15,A,2007,11.1,
2739,ROU,ALCOHOL,TOT,LT_CAP15,A,2008,12.4,
2740,ROU,ALCOHOL,TOT,LT_CAP15,A,2009,11.0,
2741,ROU,ALCOHOL,TOT,LT_CAP15,A,2010,10.0,
2742,ROU,ALCOHOL,TOT,LT_CAP15,A,2011,9.6,
2743,ROU,ALCOHOL,TOT,LT_CAP15,A,2012,9.7,
2744,ROU,ALCOHOL,TOT,LT_CAP15,A,2013,9.7,
2745,ROU,ALCOHOL,TOT,LT_CAP15,A,2014,9.5,
2746,ROU,ALCOHOL,TOT,LT_CAP15,A,2015,9.5,
2747,ROU,ALCOHOL,TOT,LT_CAP15,A,2016,9.6,
2748,ROU,ALCOHOL,TOT,LT_CAP15,A,2017,10.1,
2749,ROU,ALCOHOL,TOT,LT_CAP15,A,2018,11.0,
2750,ROU,ALCOHOL,TOT,LT_CAP15,A,2019,11.0,
