index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,Flag Codes
0,AUS,ALCOHOL,TOT,LT_CAP15,A,1960,9.3,
1,AUS,ALCOHOL,TOT,LT_CAP15,A,1961,9.4,
2,AUS,ALCOHOL,TOT,LT_CAP15,A,1962,9.5,
3,AUS,ALCOHOL,TOT,LT_CAP15,A,1963,9.8,
4,AUS,ALCOHOL,TOT,LT_CAP15,A,1964,10.1,
5,AUS,ALCOHOL,TOT,LT_CAP15,A,1965,10.0,
6,AUS,ALCOHOL,TOT,LT_CAP15,A,1966,10.3,
7,AUS,ALCOHOL,TOT,LT_CAP15,A,1967,10.8,
8,AUS,ALCOHOL,TOT,LT_CAP15,A,1968,11.1,
9,AUS,ALCOHOL,TOT,LT_CAP15,A,1969,11.6,
10,AUS,ALCOHOL,TOT,LT_CAP15,A,1970,11.6,
11,AUS,ALCOHOL,TOT,LT_CAP15,A,1971,11.6,
12,AUS,ALCOHOL,TOT,LT_CAP15,A,1972,12.2,
13,AUS,ALCOHOL,TOT,LT_CAP15,A,1973,12.9,
14,AUS,ALCOHOL,TOT,LT_CAP15,A,1974,13.1,
15,AUS,ALCOHOL,TOT,LT_CAP15,A,1975,12.9,
16,AUS,ALCOHOL,TOT,LT_CAP15,A,1976,13.1,
17,AUS,ALCOHOL,TOT,LT_CAP15,A,1977,13.0,
18,AUS,ALCOHOL,TOT,LT_CAP15,A,1978,12.7,
19,AUS,ALCOHOL,TOT,LT_CAP15,A,1979,12.7,
20,AUS,ALCOHOL,TOT,LT_CAP15,A,1980,12.7,
21,AUS,ALCOHOL,TOT,LT_CAP15,A,1981,12.8,
22,AUS,ALCOHOL,TOT,LT_CAP15,A,1982,12.4,
23,AUS,ALCOHOL,TOT,LT_CAP15,A,1983,12.2,
24,AUS,ALCOHOL,TOT,LT_CAP15,A,1984,11.7,
25,AUS,ALCOHOL,TOT,LT_CAP15,A,1985,11.8,
26,AUS,ALCOHOL,TOT,LT_CAP15,A,1986,11.3,
27,AUS,ALCOHOL,TOT,LT_CAP15,A,1987,11.4,
28,AUS,ALCOHOL,TOT,LT_CAP15,A,1988,11.3,
29,AUS,ALCOHOL,TOT,LT_CAP15,A,1989,11.0,
30,AUS,ALCOHOL,TOT,LT_CAP15,A,1990,10.6,
31,AUS,ALCOHOL,TOT,LT_CAP15,A,1991,10.1,
32,AUS,ALCOHOL,TOT,LT_CAP15,A,1992,9.9,
33,AUS,ALCOHOL,TOT,LT_CAP15,A,1993,10.2,
34,AUS,ALCOHOL,TOT,LT_CAP15,A,1994,10.0,
35,AUS,ALCOHOL,TOT,LT_CAP15,A,1995,9.8,
36,AUS,ALCOHOL,TOT,LT_CAP15,A,1996,10.0,
37,AUS,ALCOHOL,TOT,LT_CAP15,A,1997,10.2,
38,AUS,ALCOHOL,TOT,LT_CAP15,A,1998,10.0,
39,AUS,ALCOHOL,TOT,LT_CAP15,A,1999,10.0,
40,AUS,ALCOHOL,TOT,LT_CAP15,A,2000,10.2,
41,AUS,ALCOHOL,TOT,LT_CAP15,A,2001,10.0,
42,AUS,ALCOHOL,TOT,LT_CAP15,A,2002,10.4,
43,AUS,ALCOHOL,TOT,LT_CAP15,A,2003,10.3,
44,AUS,ALCOHOL,TOT,LT_CAP15,A,2004,10.5,B
45,AUS,ALCOHOL,TOT,LT_CAP15,A,2005,10.5,
46,AUS,ALCOHOL,TOT,LT_CAP15,A,2006,10.8,
47,AUS,ALCOHOL,TOT,LT_CAP15,A,2007,10.8,
48,AUS,ALCOHOL,TOT,LT_CAP15,A,2008,10.8,B
49,AUS,ALCOHOL,TOT,LT_CAP15,A,2009,10.7,
50,AUS,ALCOHOL,TOT,LT_CAP15,A,2010,10.4,
51,AUS,ALCOHOL,TOT,LT_CAP15,A,2011,10.2,
52,AUS,ALCOHOL,TOT,LT_CAP15,A,2012,10.0,
53,AUS,ALCOHOL,TOT,LT_CAP15,A,2013,9.9,
54,AUS,ALCOHOL,TOT,LT_CAP15,A,2014,9.7,
55,AUS,ALCOHOL,TOT,LT_CAP15,A,2015,9.8,
56,AUS,ALCOHOL,TOT,LT_CAP15,A,2016,9.5,
57,AUS,ALCOHOL,TOT,LT_CAP15,A,2017,9.5,
58,AUT,ALCOHOL,TOT,LT_CAP15,A,1960,8.8,
59,AUT,ALCOHOL,TOT,LT_CAP15,A,1961,9.4,
60,AUT,ALCOHOL,TOT,LT_CAP15,A,1962,9.4,
61,AUT,ALCOHOL,TOT,LT_CAP15,A,1963,10.1,
62,AUT,ALCOHOL,TOT,LT_CAP15,A,1964,10.7,
63,AUT,ALCOHOL,TOT,LT_CAP15,A,1965,11.2,
64,AUT,ALCOHOL,TOT,LT_CAP15,A,1966,13.0,
65,AUT,ALCOHOL,TOT,LT_CAP15,A,1967,12.7,
66,AUT,ALCOHOL,TOT,LT_CAP15,A,1968,13.4,
67,AUT,ALCOHOL,TOT,LT_CAP15,A,1969,13.2,
68,AUT,ALCOHOL,TOT,LT_CAP15,A,1970,13.3,
69,AUT,ALCOHOL,TOT,LT_CAP15,A,1971,13.9,
70,AUT,ALCOHOL,TOT,LT_CAP15,A,1972,14.4,
71,AUT,ALCOHOL,TOT,LT_CAP15,A,1973,14.6,
72,AUT,ALCOHOL,TOT,LT_CAP15,A,1974,14.6,
73,AUT,ALCOHOL,TOT,LT_CAP15,A,1975,14.1,
74,AUT,ALCOHOL,TOT,LT_CAP15,A,1976,14.2,
75,AUT,ALCOHOL,TOT,LT_CAP15,A,1977,14.3,
76,AUT,ALCOHOL,TOT,LT_CAP15,A,1978,13.5,
77,AUT,ALCOHOL,TOT,LT_CAP15,A,1979,13.6,
78,AUT,ALCOHOL,TOT,LT_CAP15,A,1980,13.6,
79,AUT,ALCOHOL,TOT,LT_CAP15,A,1981,13.4,
80,AUT,ALCOHOL,TOT,LT_CAP15,A,1982,13.5,
81,AUT,ALCOHOL,TOT,LT_CAP15,A,1983,14.0,
82,AUT,ALCOHOL,TOT,LT_CAP15,A,1984,13.8,
83,AUT,ALCOHOL,TOT,LT_CAP15,A,1985,13.3,
84,AUT,ALCOHOL,TOT,LT_CAP15,A,1986,13.6,
85,AUT,ALCOHOL,TOT,LT_CAP15,A,1987,13.6,
86,AUT,ALCOHOL,TOT,LT_CAP15,A,1988,13.7,
87,AUT,ALCOHOL,TOT,LT_CAP15,A,1989,13.9,
88,AUT,ALCOHOL,TOT,LT_CAP15,A,1990,14.0,
89,AUT,ALCOHOL,TOT,LT_CAP15,A,1991,14.0,
90,AUT,ALCOHOL,TOT,LT_CAP15,A,1992,13.6,
91,AUT,ALCOHOL,TOT,LT_CAP15,A,1993,13.5,
92,AUT,ALCOHOL,TOT,LT_CAP15,A,1994,12.5,
93,AUT,ALCOHOL,TOT,LT_CAP15,A,1995,13.4,
94,AUT,ALCOHOL,TOT,LT_CAP15,A,1996,13.5,
95,AUT,ALCOHOL,TOT,LT_CAP15,A,1997,12.9,
96,AUT,ALCOHOL,TOT,LT_CAP15,A,1998,12.9,
97,AUT,ALCOHOL,TOT,LT_CAP15,A,1999,12.8,
98,AUT,ALCOHOL,TOT,LT_CAP15,A,2000,13.2,
99,AUT,ALCOHOL,TOT,LT_CAP15,A,2001,12.3,
100,AUT,ALCOHOL,TOT,LT_CAP15,A,2002,12.1,
101,AUT,ALCOHOL,TOT,LT_CAP15,A,2003,12.3,
102,AUT,ALCOHOL,TOT,LT_CAP15,A,2004,12.1,
103,AUT,ALCOHOL,TOT,LT_CAP15,A,2005,12.2,
104,AUT,ALCOHOL,TOT,LT_CAP15,A,2006,12.5,
105,AUT,ALCOHOL,TOT,LT_CAP15,A,2007,12.5,
106,AUT,ALCOHOL,TOT,LT_CAP15,A,2008,12.0,
107,AUT,ALCOHOL,TOT,LT_CAP15,A,2009,11.8,
108,AUT,ALCOHOL,TOT,LT_CAP15,A,2010,12.1,
109,AUT,ALCOHOL,TOT,LT_CAP15,A,2011,11.9,
110,AUT,ALCOHOL,TOT,LT_CAP15,A,2012,12.1,
111,AUT,ALCOHOL,TOT,LT_CAP15,A,2013,11.9,
112,AUT,ALCOHOL,TOT,LT_CAP15,A,2014,12.2,
113,AUT,ALCOHOL,TOT,LT_CAP15,A,2015,11.2,
114,AUT,ALCOHOL,TOT,LT_CAP15,A,2016,11.4,
115,AUT,ALCOHOL,TOT,LT_CAP15,A,2017,11.3,
116,AUT,ALCOHOL,TOT,LT_CAP15,A,2018,11.3,
117,AUT,ALCOHOL,TOT,LT_CAP15,A,2019,11.6,
118,AUT,ALCOHOL,TOT,LT_CAP15,A,2020,11.3,
119,AUT,ALCOHOL,TOT,LT_CAP15,A,2021,11.1,
120,BEL,ALCOHOL,TOT,LT_CAP15,A,1963,9.9,
121,BEL,ALCOHOL,TOT,LT_CAP15,A,1964,10.5,
122,BEL,ALCOHOL,TOT,LT_CAP15,A,1965,10.8,
123,BEL,ALCOHOL,TOT,LT_CAP15,A,1966,10.3,
124,BEL,ALCOHOL,TOT,LT_CAP15,A,1967,10.7,
125,BEL,ALCOHOL,TOT,LT_CAP15,A,1968,11.2,
126,BEL,ALCOHOL,TOT,LT_CAP15,A,1969,11.5,
127,BEL,ALCOHOL,TOT,LT_CAP15,A,1970,12.4,
128,BEL,ALCOHOL,TOT,LT_CAP15,A,1971,12.6,
129,BEL,ALCOHOL,TOT,LT_CAP15,A,1972,13.0,
130,BEL,ALCOHOL,TOT,LT_CAP15,A,1973,13.8,
131,BEL,ALCOHOL,TOT,LT_CAP15,A,1974,13.4,
132,BEL,ALCOHOL,TOT,LT_CAP15,A,1975,13.5,
133,BEL,ALCOHOL,TOT,LT_CAP15,A,1976,13.6,
134,BEL,ALCOHOL,TOT,LT_CAP15,A,1977,13.5,
135,BEL,ALCOHOL,TOT,LT_CAP15,A,1978,13.4,
136,BEL,ALCOHOL,TOT,LT_CAP15,A,1979,13.6,
137,BEL,ALCOHOL,TOT,LT_CAP15,A,1980,14.0,
138,BEL,ALCOHOL,TOT,LT_CAP15,A,1981,13.3,
139,BEL,ALCOHOL,TOT,LT_CAP15,A,1982,13.7,
140,BEL,ALCOHOL,TOT,LT_CAP15,A,1983,13.6,
141,BEL,ALCOHOL,TOT,LT_CAP15,A,1984,13.3,
142,BEL,ALCOHOL,TOT,LT_CAP15,A,1985,13.1,
143,BEL,ALCOHOL,TOT,LT_CAP15,A,1986,12.7,
144,BEL,ALCOHOL,TOT,LT_CAP15,A,1987,13.2,
145,BEL,ALCOHOL,TOT,LT_CAP15,A,1988,12.5,
146,BEL,ALCOHOL,TOT,LT_CAP15,A,1989,11.6,
147,BEL,ALCOHOL,TOT,LT_CAP15,A,1990,12.2,
148,BEL,ALCOHOL,TOT,LT_CAP15,A,1991,11.4,
149,BEL,ALCOHOL,TOT,LT_CAP15,A,1992,11.7,
150,BEL,ALCOHOL,TOT,LT_CAP15,A,1993,11.7,
151,BEL,ALCOHOL,TOT,LT_CAP15,A,1994,11.1,
152,BEL,ALCOHOL,TOT,LT_CAP15,A,1995,11.0,
153,BEL,ALCOHOL,TOT,LT_CAP15,A,1996,10.9,
154,BEL,ALCOHOL,TOT,LT_CAP15,A,1997,10.9,
155,BEL,ALCOHOL,TOT,LT_CAP15,A,1998,9.9,
156,BEL,ALCOHOL,TOT,LT_CAP15,A,1999,10.1,
157,BEL,ALCOHOL,TOT,LT_CAP15,A,2000,11.2,
158,BEL,ALCOHOL,TOT,LT_CAP15,A,2001,11.0,
159,BEL,ALCOHOL,TOT,LT_CAP15,A,2002,11.3,
160,BEL,ALCOHOL,TOT,LT_CAP15,A,2003,11.3,
161,BEL,ALCOHOL,TOT,LT_CAP15,A,2004,12.1,
162,BEL,ALCOHOL,TOT,LT_CAP15,A,2005,12.2,
163,BEL,ALCOHOL,TOT,LT_CAP15,A,2006,10.9,
164,BEL,ALCOHOL,TOT,LT_CAP15,A,2007,10.3,
165,BEL,ALCOHOL,TOT,LT_CAP15,A,2008,10.5,
166,BEL,ALCOHOL,TOT,LT_CAP15,A,2009,10.1,
167,BEL,ALCOHOL,TOT,LT_CAP15,A,2010,10.3,
168,BEL,ALCOHOL,TOT,LT_CAP15,A,2011,10.1,
169,BEL,ALCOHOL,TOT,LT_CAP15,A,2012,10.1,
170,BEL,ALCOHOL,TOT,LT_CAP15,A,2013,10.3,
171,BEL,ALCOHOL,TOT,LT_CAP15,A,2014,10.6,
172,BEL,ALCOHOL,TOT,LT_CAP15,A,2015,10.4,
173,BEL,ALCOHOL,TOT,LT_CAP15,A,2016,9.4,
174,BEL,ALCOHOL,TOT,LT_CAP15,A,2017,9.3,
175,BEL,ALCOHOL,TOT,LT_CAP15,A,2018,9.2,
176,BEL,ALCOHOL,TOT,LT_CAP15,A,2019,9.2,
177,CAN,ALCOHOL,TOT,LT_CAP15,A,1960,7.0,
178,CAN,ALCOHOL,TOT,LT_CAP15,A,1961,7.1,
179,CAN,ALCOHOL,TOT,LT_CAP15,A,1962,7.3,
180,CAN,ALCOHOL,TOT,LT_CAP15,A,1963,7.5,
181,CAN,ALCOHOL,TOT,LT_CAP15,A,1964,7.6,
182,CAN,ALCOHOL,TOT,LT_CAP15,A,1965,7.8,
183,CAN,ALCOHOL,TOT,LT_CAP15,A,1966,8.1,
184,CAN,ALCOHOL,TOT,LT_CAP15,A,1967,8.3,
185,CAN,ALCOHOL,TOT,LT_CAP15,A,1968,8.3,
186,CAN,ALCOHOL,TOT,LT_CAP15,A,1969,8.5,
187,CAN,ALCOHOL,TOT,LT_CAP15,A,1970,8.8,
188,CAN,ALCOHOL,TOT,LT_CAP15,A,1971,9.4,
189,CAN,ALCOHOL,TOT,LT_CAP15,A,1972,9.9,
190,CAN,ALCOHOL,TOT,LT_CAP15,A,1973,10.4,
191,CAN,ALCOHOL,TOT,LT_CAP15,A,1974,10.8,
192,CAN,ALCOHOL,TOT,LT_CAP15,A,1975,10.9,
193,CAN,ALCOHOL,TOT,LT_CAP15,A,1976,10.9,
194,CAN,ALCOHOL,TOT,LT_CAP15,A,1977,10.9,
195,CAN,ALCOHOL,TOT,LT_CAP15,A,1978,10.9,
196,CAN,ALCOHOL,TOT,LT_CAP15,A,1979,10.9,
197,CAN,ALCOHOL,TOT,LT_CAP15,A,1980,10.7,
198,CAN,ALCOHOL,TOT,LT_CAP15,A,1981,10.8,
199,CAN,ALCOHOL,TOT,LT_CAP15,A,1982,10.5,
200,CAN,ALCOHOL,TOT,LT_CAP15,A,1983,10.2,
201,CAN,ALCOHOL,TOT,LT_CAP15,A,1984,9.9,
202,CAN,ALCOHOL,TOT,LT_CAP15,A,1985,9.8,
203,CAN,ALCOHOL,TOT,LT_CAP15,A,1986,9.6,
204,CAN,ALCOHOL,TOT,LT_CAP15,A,1987,9.6,
205,CAN,ALCOHOL,TOT,LT_CAP15,A,1988,9.4,
206,CAN,ALCOHOL,TOT,LT_CAP15,A,1989,8.8,B
207,CAN,ALCOHOL,TOT,LT_CAP15,A,1990,8.5,
208,CAN,ALCOHOL,TOT,LT_CAP15,A,1991,8.2,
209,CAN,ALCOHOL,TOT,LT_CAP15,A,1992,7.8,
210,CAN,ALCOHOL,TOT,LT_CAP15,A,1993,7.5,
211,CAN,ALCOHOL,TOT,LT_CAP15,A,1994,7.4,
212,CAN,ALCOHOL,TOT,LT_CAP15,A,1995,7.4,
213,CAN,ALCOHOL,TOT,LT_CAP15,A,1996,7.4,
214,CAN,ALCOHOL,TOT,LT_CAP15,A,1997,7.2,
215,CAN,ALCOHOL,TOT,LT_CAP15,A,1998,7.3,
216,CAN,ALCOHOL,TOT,LT_CAP15,A,1999,7.5,
217,CAN,ALCOHOL,TOT,LT_CAP15,A,2000,7.6,
218,CAN,ALCOHOL,TOT,LT_CAP15,A,2001,7.6,
219,CAN,ALCOHOL,TOT,LT_CAP15,A,2002,7.7,
220,CAN,ALCOHOL,TOT,LT_CAP15,A,2003,7.7,
221,CAN,ALCOHOL,TOT,LT_CAP15,A,2004,7.8,
222,CAN,ALCOHOL,TOT,LT_CAP15,A,2005,8.0,B
223,CAN,ALCOHOL,TOT,LT_CAP15,A,2006,8.2,
224,CAN,ALCOHOL,TOT,LT_CAP15,A,2007,8.4,
225,CAN,ALCOHOL,TOT,LT_CAP15,A,2008,8.4,
226,CAN,ALCOHOL,TOT,LT_CAP15,A,2009,8.4,
227,CAN,ALCOHOL,TOT,LT_CAP15,A,2010,8.4,
228,CAN,ALCOHOL,TOT,LT_CAP15,A,2011,8.2,
229,CAN,ALCOHOL,TOT,LT_CAP15,A,2012,8.3,
230,CAN,ALCOHOL,TOT,LT_CAP15,A,2013,8.2,
231,CAN,ALCOHOL,TOT,LT_CAP15,A,2014,8.0,
232,CAN,ALCOHOL,TOT,LT_CAP15,A,2015,8.0,
233,CAN,ALCOHOL,TOT,LT_CAP15,A,2016,8.1,
234,CAN,ALCOHOL,TOT,LT_CAP15,A,2017,8.2,
235,CAN,ALCOHOL,TOT,LT_CAP15,A,2018,8.2,
236,CAN,ALCOHOL,TOT,LT_CAP15,A,2019,8.0,
237,CAN,ALCOHOL,TOT,LT_CAP15,A,2020,8.1,
238,CAN,ALCOHOL,TOT,LT_CAP15,A,2021,8.3,
239,CAN,ALCOHOL,TOT,LT_CAP15,A,2022,8.1,
240,CZE,ALCOHOL,TOT,LT_CAP15,A,1980,11.7,D
241,CZE,ALCOHOL,TOT,LT_CAP15,A,1981,12.3,D
242,CZE,ALCOHOL,TOT,LT_CAP15,A,1982,11.9,D
243,CZE,ALCOHOL,TOT,LT_CAP15,A,1983,12.2,D
244,CZE,ALCOHOL,TOT,LT_CAP15,A,1984,12.0,D
245,CZE,ALCOHOL,TOT,LT_CAP15,A,1985,11.7,D
246,CZE,ALCOHOL,TOT,LT_CAP15,A,1986,11.3,D
247,CZE,ALCOHOL,TOT,LT_CAP15,A,1987,10.4,D
248,CZE,ALCOHOL,TOT,LT_CAP15,A,1988,10.5,D
249,CZE,ALCOHOL,TOT,LT_CAP15,A,1989,10.5,D
250,CZE,ALCOHOL,TOT,LT_CAP15,A,1990,11.3,D
251,CZE,ALCOHOL,TOT,LT_CAP15,A,1991,11.5,D
252,CZE,ALCOHOL,TOT,LT_CAP15,A,1992,11.8,D
253,CZE,ALCOHOL,TOT,LT_CAP15,A,1993,11.5,D
254,CZE,ALCOHOL,TOT,LT_CAP15,A,1994,11.6,D
255,CZE,ALCOHOL,TOT,LT_CAP15,A,1995,11.5,D
256,CZE,ALCOHOL,TOT,LT_CAP15,A,1996,11.6,D
257,CZE,ALCOHOL,TOT,LT_CAP15,A,1997,11.9,D
258,CZE,ALCOHOL,TOT,LT_CAP15,A,1998,11.8,D
259,CZE,ALCOHOL,TOT,LT_CAP15,A,1999,11.9,D
260,CZE,ALCOHOL,TOT,LT_CAP15,A,2000,11.8,D
261,CZE,ALCOHOL,TOT,LT_CAP15,A,2001,11.8,D
262,CZE,ALCOHOL,TOT,LT_CAP15,A,2002,11.9,D
263,CZE,ALCOHOL,TOT,LT_CAP15,A,2003,12.1,D
264,CZE,ALCOHOL,TOT,LT_CAP15,A,2004,11.5,D
265,CZE,ALCOHOL,TOT,LT_CAP15,A,2005,12.0,D
266,CZE,ALCOHOL,TOT,LT_CAP15,A,2006,11.9,D
267,CZE,ALCOHOL,TOT,LT_CAP15,A,2007,12.1,D
268,CZE,ALCOHOL,TOT,LT_CAP15,A,2008,12.1,D
269,CZE,ALCOHOL,TOT,LT_CAP15,A,2009,12.1,D
270,CZE,ALCOHOL,TOT,LT_CAP15,A,2010,11.4,D
271,CZE,ALCOHOL,TOT,LT_CAP15,A,2011,11.5,D
272,CZE,ALCOHOL,TOT,LT_CAP15,A,2012,11.6,D
273,CZE,ALCOHOL,TOT,LT_CAP15,A,2013,11.5,D
274,CZE,ALCOHOL,TOT,LT_CAP15,A,2014,11.9,D
275,CZE,ALCOHOL,TOT,LT_CAP15,A,2015,11.5,D
276,CZE,ALCOHOL,TOT,LT_CAP15,A,2016,11.7,D
277,CZE,ALCOHOL,TOT,LT_CAP15,A,2017,11.6,D
278,CZE,ALCOHOL,TOT,LT_CAP15,A,2018,11.8,D
279,CZE,ALCOHOL,TOT,LT_CAP15,A,2019,11.9,D
280,CZE,ALCOHOL,TOT,LT_CAP15,A,2020,11.6,D
281,CZE,ALCOHOL,TOT,LT_CAP15,A,2021,11.6,D
282,DNK,ALCOHOL,TOT,LT_CAP15,A,1960,6.0,D
283,DNK,ALCOHOL,TOT,LT_CAP15,A,1965,7.4,D
284,DNK,ALCOHOL,TOT,LT_CAP15,A,1966,7.9,D
285,DNK,ALCOHOL,TOT,LT_CAP15,A,1967,8.0,D
286,DNK,ALCOHOL,TOT,LT_CAP15,A,1968,8.3,D
287,DNK,ALCOHOL,TOT,LT_CAP15,A,1969,8.9,D
288,DNK,ALCOHOL,TOT,LT_CAP15,A,1970,9.7,D
289,DNK,ALCOHOL,TOT,LT_CAP15,A,1971,10.0,D
290,DNK,ALCOHOL,TOT,LT_CAP15,A,1972,10.8,D
291,DNK,ALCOHOL,TOT,LT_CAP15,A,1973,11.7,D
292,DNK,ALCOHOL,TOT,LT_CAP15,A,1974,11.4,D
293,DNK,ALCOHOL,TOT,LT_CAP15,A,1975,12.3,D
294,DNK,ALCOHOL,TOT,LT_CAP15,A,1976,12.7,D
295,DNK,ALCOHOL,TOT,LT_CAP15,A,1977,12.3,D
296,DNK,ALCOHOL,TOT,LT_CAP15,A,1978,11.7,D
297,DNK,ALCOHOL,TOT,LT_CAP15,A,1979,12.3,D
298,DNK,ALCOHOL,TOT,LT_CAP15,A,1980,12.4,D
299,DNK,ALCOHOL,TOT,LT_CAP15,A,1981,12.9,D
300,DNK,ALCOHOL,TOT,LT_CAP15,A,1982,13.3,D
301,DNK,ALCOHOL,TOT,LT_CAP15,A,1983,13.7,D
302,DNK,ALCOHOL,TOT,LT_CAP15,A,1984,13.0,D
303,DNK,ALCOHOL,TOT,LT_CAP15,A,1985,13.1,D
304,DNK,ALCOHOL,TOT,LT_CAP15,A,1986,12.8,D
305,DNK,ALCOHOL,TOT,LT_CAP15,A,1987,12.5,D
306,DNK,ALCOHOL,TOT,LT_CAP15,A,1988,12.5,D
307,DNK,ALCOHOL,TOT,LT_CAP15,A,1989,12.2,D
308,DNK,ALCOHOL,TOT,LT_CAP15,A,1990,12.3,D
309,DNK,ALCOHOL,TOT,LT_CAP15,A,1991,12.2,D
310,DNK,ALCOHOL,TOT,LT_CAP15,A,1992,12.5,D
311,DNK,ALCOHOL,TOT,LT_CAP15,A,1993,12.3,D
312,DNK,ALCOHOL,TOT,LT_CAP15,A,1994,12.5,D
313,DNK,ALCOHOL,TOT,LT_CAP15,A,1995,12.7,D
314,DNK,ALCOHOL,TOT,LT_CAP15,A,1996,12.7,D
315,DNK,ALCOHOL,TOT,LT_CAP15,A,1997,12.6,D
316,DNK,ALCOHOL,TOT,LT_CAP15,A,1998,12.1,D
317,DNK,ALCOHOL,TOT,LT_CAP15,A,1999,12.1,D
318,DNK,ALCOHOL,TOT,LT_CAP15,A,2000,12.2,D
319,DNK,ALCOHOL,TOT,LT_CAP15,A,2001,12.0,D
320,DNK,ALCOHOL,TOT,LT_CAP15,A,2002,11.8,D
321,DNK,ALCOHOL,TOT,LT_CAP15,A,2003,12.0,D
322,DNK,ALCOHOL,TOT,LT_CAP15,A,2004,11.8,D
323,DNK,ALCOHOL,TOT,LT_CAP15,A,2005,11.8,D
324,DNK,ALCOHOL,TOT,LT_CAP15,A,2006,11.6,D
325,DNK,ALCOHOL,TOT,LT_CAP15,A,2007,11.6,D
326,DNK,ALCOHOL,TOT,LT_CAP15,A,2008,11.3,D
327,DNK,ALCOHOL,TOT,LT_CAP15,A,2009,10.6,D
328,DNK,ALCOHOL,TOT,LT_CAP15,A,2010,10.8,D
329,DNK,ALCOHOL,TOT,LT_CAP15,A,2011,11.0,D
330,DNK,ALCOHOL,TOT,LT_CAP15,A,2012,9.8,D
331,DNK,ALCOHOL,TOT,LT_CAP15,A,2013,10.0,D
332,DNK,ALCOHOL,TOT,LT_CAP15,A,2014,10.1,D
333,DNK,ALCOHOL,TOT,LT_CAP15,A,2015,9.9,D
334,DNK,ALCOHOL,TOT,LT_CAP15,A,2016,10.0,D
335,DNK,ALCOHOL,TOT,LT_CAP15,A,2017,9.7,D
336,DNK,ALCOHOL,TOT,LT_CAP15,A,2018,9.7,D
337,DNK,ALCOHOL,TOT,LT_CAP15,A,2019,9.5,D
338,DNK,ALCOHOL,TOT,LT_CAP15,A,2020,9.7,D
339,DNK,ALCOHOL,TOT,LT_CAP15,A,2021,10.4,D
340,FIN,ALCOHOL,TOT,LT_CAP15,A,1960,2.7,
341,FIN,ALCOHOL,TOT,LT_CAP15,A,1961,2.9,
342,FIN,ALCOHOL,TOT,LT_CAP15,A,1962,3.0,
343,FIN,ALCOHOL,TOT,LT_CAP15,A,1963,3.1,
344,FIN,ALCOHOL,TOT,LT_CAP15,A,1964,3.1,
345,FIN,ALCOHOL,TOT,LT_CAP15,A,1965,3.3,
346,FIN,ALCOHOL,TOT,LT_CAP15,A,1966,3.5,
347,FIN,ALCOHOL,TOT,LT_CAP15,A,1967,3.6,
348,FIN,ALCOHOL,TOT,LT_CAP15,A,1968,3.9,
349,FIN,ALCOHOL,TOT,LT_CAP15,A,1969,5.7,
350,FIN,ALCOHOL,TOT,LT_CAP15,A,1970,5.8,
351,FIN,ALCOHOL,TOT,LT_CAP15,A,1971,6.4,
352,FIN,ALCOHOL,TOT,LT_CAP15,A,1972,6.8,
353,FIN,ALCOHOL,TOT,LT_CAP15,A,1973,7.4,
354,FIN,ALCOHOL,TOT,LT_CAP15,A,1974,8.4,
355,FIN,ALCOHOL,TOT,LT_CAP15,A,1975,8.0,
356,FIN,ALCOHOL,TOT,LT_CAP15,A,1976,8.1,
357,FIN,ALCOHOL,TOT,LT_CAP15,A,1977,8.2,
358,FIN,ALCOHOL,TOT,LT_CAP15,A,1978,7.9,
359,FIN,ALCOHOL,TOT,LT_CAP15,A,1979,7.8,
360,FIN,ALCOHOL,TOT,LT_CAP15,A,1980,7.9,
361,FIN,ALCOHOL,TOT,LT_CAP15,A,1981,8.0,
362,FIN,ALCOHOL,TOT,LT_CAP15,A,1982,7.9,
363,FIN,ALCOHOL,TOT,LT_CAP15,A,1983,7.9,
364,FIN,ALCOHOL,TOT,LT_CAP15,A,1984,8.1,
365,FIN,ALCOHOL,TOT,LT_CAP15,A,1985,8.0,
366,FIN,ALCOHOL,TOT,LT_CAP15,A,1986,8.5,
367,FIN,ALCOHOL,TOT,LT_CAP15,A,1987,8.8,
368,FIN,ALCOHOL,TOT,LT_CAP15,A,1988,9.0,
369,FIN,ALCOHOL,TOT,LT_CAP15,A,1989,9.4,
370,FIN,ALCOHOL,TOT,LT_CAP15,A,1990,9.5,
371,FIN,ALCOHOL,TOT,LT_CAP15,A,1991,9.2,
372,FIN,ALCOHOL,TOT,LT_CAP15,A,1992,8.9,
373,FIN,ALCOHOL,TOT,LT_CAP15,A,1993,8.4,
374,FIN,ALCOHOL,TOT,LT_CAP15,A,1994,8.2,
375,FIN,ALCOHOL,TOT,LT_CAP15,A,1995,8.3,
376,FIN,ALCOHOL,TOT,LT_CAP15,A,1996,8.2,
377,FIN,ALCOHOL,TOT,LT_CAP15,A,1997,8.6,
378,FIN,ALCOHOL,TOT,LT_CAP15,A,1998,8.6,
379,FIN,ALCOHOL,TOT,LT_CAP15,A,1999,8.6,
380,FIN,ALCOHOL,TOT,LT_CAP15,A,2000,8.6,
381,FIN,ALCOHOL,TOT,LT_CAP15,A,2001,9.0,
382,FIN,ALCOHOL,TOT,LT_CAP15,A,2002,9.2,
383,FIN,ALCOHOL,TOT,LT_CAP15,A,2003,9.3,
